,idx,user_index,label,kind,idy,sim,topic_start
87649,13,1,C,recommendation,208,0,L
87650,13,1,C,recommendation,208,0,L
87651,13,1,C,recommendation,208,0,L
87652,13,1,C,recommendation,208,0,L
87653,13,1,C,choice,208,0,L
87654,14,1,C,recommendation,208,0,L
87655,14,1,CR,recommendation,208,0,L
87656,14,1,CR,recommendation,208,0,L
87657,14,1,CR,recommendation,208,0,L
87658,14,1,CR,recommendation,208,0,L
87659,14,1,CR,recommendation,208,0,L
87660,14,1,CR,recommendation,208,0,L
87661,14,1,CR,recommendation,208,0,L
87662,14,1,CR,recommendation,208,0,L
87663,14,1,CR,recommendation,208,0,L
87664,14,1,C,recommendation,208,0,L
87665,14,1,CR,recommendation,208,0,L
87666,14,1,CR,recommendation,208,0,L
87667,14,1,CR,recommendation,208,0,L
87668,14,1,C,recommendation,208,0,L
87669,14,1,C,recommendation,208,0,L
87670,14,1,C,recommendation,208,0,L
87671,14,1,C,recommendation,208,0,L
87672,14,1,C,recommendation,208,0,L
87673,14,1,C,recommendation,208,0,L
87674,14,1,C,choice,208,0,L
87675,15,1,CR,recommendation,208,0,L
87676,15,1,CR,recommendation,208,0,L
87677,15,1,CR,recommendation,208,0,L
87678,15,1,CR,recommendation,208,0,L
87679,15,1,CR,recommendation,208,0,L
87680,15,1,CR,recommendation,208,0,L
87681,15,1,CR,recommendation,208,0,L
87682,15,1,CR,recommendation,208,0,L
87683,15,1,CR,recommendation,208,0,L
87684,15,1,C,recommendation,208,0,L
87685,15,1,CR,recommendation,208,0,L
87686,15,1,CR,recommendation,208,0,L
87687,15,1,CR,recommendation,208,0,L
87688,15,1,C,recommendation,208,0,L
87689,15,1,C,recommendation,208,0,L
87690,15,1,C,recommendation,208,0,L
87691,15,1,C,recommendation,208,0,L
87692,15,1,C,recommendation,208,0,L
87693,15,1,C,recommendation,208,0,L
87694,15,1,CR,recommendation,208,0,L
87695,15,1,CR,choice,208,0,L
87696,16,1,CR,recommendation,208,0,L
87697,16,1,CR,recommendation,208,0,L
87698,16,1,CR,recommendation,208,0,L
87699,16,1,CR,recommendation,208,0,L
87700,16,1,CR,recommendation,208,0,L
87701,16,1,CR,recommendation,208,0,L
87702,16,1,CR,recommendation,208,0,L
87703,16,1,CR,recommendation,208,0,L
87704,16,1,C,recommendation,208,0,L
87705,16,1,CR,recommendation,208,0,L
87706,16,1,CR,recommendation,208,0,L
87707,16,1,CR,recommendation,208,0,L
87708,16,1,C,recommendation,208,0,L
87709,16,1,C,recommendation,208,0,L
87710,16,1,C,recommendation,208,0,L
87711,16,1,C,recommendation,208,0,L
87712,16,1,C,recommendation,208,0,L
87713,16,1,C,recommendation,208,0,L
87714,16,1,CR,recommendation,208,0,L
87715,16,1,CR,recommendation,208,0,L
87716,16,1,C,choice,208,0,L
87717,17,1,CR,recommendation,208,0,L
87718,17,1,CR,recommendation,208,0,L
87719,17,1,CR,recommendation,208,0,L
87720,17,1,CR,recommendation,208,0,L
87721,17,1,CR,recommendation,208,0,L
87722,17,1,CR,recommendation,208,0,L
87723,17,1,CR,recommendation,208,0,L
87724,17,1,CR,recommendation,208,0,L
87725,17,1,C,recommendation,208,0,L
87726,17,1,CR,recommendation,208,0,L
87727,17,1,CR,recommendation,208,0,L
87728,17,1,CR,recommendation,208,0,L
87729,17,1,C,recommendation,208,0,L
87730,17,1,C,recommendation,208,0,L
87731,17,1,C,recommendation,208,0,L
87732,17,1,C,recommendation,208,0,L
87733,17,1,C,recommendation,208,0,L
87734,17,1,CR,recommendation,208,0,L
87735,17,1,CR,recommendation,208,0,L
87736,17,1,CR,recommendation,208,0,L
87737,17,1,CR,choice,208,0,L
87738,18,1,CR,recommendation,208,0,L
87739,18,1,CR,recommendation,208,0,L
87740,18,1,CR,recommendation,208,0,L
87741,18,1,CR,recommendation,208,0,L
87742,18,1,CR,recommendation,208,0,L
87743,18,1,CR,recommendation,208,0,L
87744,18,1,CR,recommendation,208,0,L
87745,18,1,CR,recommendation,208,0,L
87746,18,1,C,recommendation,208,0,L
87747,18,1,CR,recommendation,208,0,L
87748,18,1,CR,recommendation,208,0,L
87749,18,1,C,recommendation,208,0,L
87750,18,1,C,recommendation,208,0,L
87751,18,1,C,recommendation,208,0,L
87752,18,1,C,recommendation,208,0,L
87753,18,1,C,recommendation,208,0,L
87754,18,1,CR,recommendation,208,0,L
87755,18,1,CR,recommendation,208,0,L
87756,18,1,CR,recommendation,208,0,L
87757,18,1,R,recommendation,208,0,L
87758,18,1,CR,choice,208,0,L
87759,19,1,CR,recommendation,208,0,L
87760,19,1,CR,recommendation,208,0,L
87761,19,1,CR,recommendation,208,0,L
87762,19,1,CR,recommendation,208,0,L
87763,19,1,CR,recommendation,208,0,L
87764,19,1,CR,recommendation,208,0,L
87765,19,1,CR,recommendation,208,0,L
87766,19,1,C,recommendation,208,0,L
87767,19,1,CR,recommendation,208,0,L
87768,19,1,CR,recommendation,208,0,L
87769,19,1,C,recommendation,208,0,L
87770,19,1,C,recommendation,208,0,L
87771,19,1,C,recommendation,208,0,L
87772,19,1,C,recommendation,208,0,L
87773,19,1,C,recommendation,208,0,L
87774,19,1,CR,recommendation,208,0,L
87775,19,1,CR,recommendation,208,0,L
87776,19,1,CR,recommendation,208,0,L
87777,19,1,R,recommendation,208,0,L
87778,19,1,C,recommendation,208,0,L
87779,19,1,CR,choice,208,0,L
